jig_loss,jig_accuracy,jig_tp,jig_tn,jig_auc,cc_loss,cc_accuracy,cc_tp,cc_tn,cc_auc,cci_loss,cci_accuracy,cci_tp,cci_tn,cci_auc,ctf_cc_eval,ctf_cc_train,ctf_synth_toxic,ctf_synth_nontoxic
0.17801757156848907,0.9303823189221295,0.7369458128078817,0.9507324488667772,0.9557432899700549,0.33229419589042664,0.899964120733731,0.19219653179190752,0.9908483611396953,0.8130158006413148,0.5674388408660889,0.7935363868867705,0.14678899082568808,0.9846385542168675,0.7253573928742493,0.027823083102703094,0.028779486194252968,0.023137077689170837,0.008240499533712864
0.18790914118289948,0.927662634030448,0.7568144499178981,0.9456364013266998,0.9561296001859884,0.3255964517593384,0.9019374803785263,0.22175512348922755,0.9892795087636431,0.8162018954393253,0.5672075152397156,0.7970239479190886,0.1763506625891947,0.9804216867469879,0.7237807499109589,0.030901726335287094,0.029550502076745033,0.023058025166392326,0.015472253784537315
0.18897415697574615,0.9266310294163619,0.7717569786535303,0.9429242675511332,0.9568700042253611,0.3167377710342407,0.9019972791556413,0.23029427220178667,0.988250476559996,0.8211152717361545,0.5648012757301331,0.7956289235061613,0.1783893985728848,0.9780120481927711,0.7266343662110214,0.030212782323360443,0.033227041363716125,0.027840666472911835,0.01474627573043108
0.178992360830307,0.9293663446809841,0.7469622331691297,0.9485558319513543,0.9563852847375965,0.3279482424259186,0.9016683858815088,0.20809248554913296,0.9907302754769818,0.8145945212835511,0.5707891583442688,0.7981864682631946,0.16615698267074414,0.9849397590361446,0.7294898247423947,0.024388613179326057,0.030801324173808098,0.02376481331884861,0.009897402487695217
0.1879904419183731,0.9262715308387258,0.7729064039408867,0.9424060254284135,0.9572960094619041,0.3104858100414276,0.9021467760984287,0.232264844981608,0.9881661296580576,0.8223061005117929,0.5360196232795715,0.7981864682631946,0.19164118246687054,0.9774096385542169,0.7295865418861993,0.035989634692668915,0.0374172069132328,0.021193796768784523,0.018068837001919746
0.1937020719051361,0.9245209290693676,0.773727422003284,0.9403848811498066,0.9569861789619681,0.30806252360343933,0.9022289994169619,0.2364030478192328,0.9877275257679785,0.8293642707627036,0.5506714582443237,0.8007440130202279,0.18654434250764526,0.9822289156626506,0.731069231052651,0.029515352100133896,0.02974637784063816,0.01975196972489357,0.011738594621419907
0.18886388838291168,0.9259276626340305,0.7733990147783252,0.9419741569928137,0.9576135781365024,0.3115726411342621,0.9016908104229269,0.23351287440882817,0.9874913544425513,0.8230526816787724,0.5458667278289795,0.797488956056731,0.19164118246687054,0.9765060240963855,0.7305131842354126,0.031500451266765594,0.032429732382297516,0.022286882624030113,0.010242411866784096
0.1830444484949112,0.9282722185751352,0.7532019704433498,0.9466901603095633,0.9567202628868974,0.3208879828453064,0.9005845330462992,0.21288754598003154,0.988891513014727,0.8155230364021284,0.5598032474517822,0.7967914438502673,0.17023445463812437,0.9819277108433735,0.7215759060707663,0.031508058309555054,0.033379022032022476,0.02896004728972912,0.015745090320706367
0.1818830668926239,0.928334740066898,0.7451559934318555,0.9476057213930348,0.955272699458827,0.3266475200653076,0.9009209011675712,0.20244351024697846,0.9906121898142681,0.813026351483584,0.5559004545211792,0.7965589397814462,0.16615698267074414,0.9828313253012049,0.7288174103140391,0.03259461373090744,0.03317459300160408,0.030633363872766495,0.016373097896575928
0.18689894676208496,0.9270686798587014,0.7622331691297208,0.9444098949695965,0.9569257670210342,0.31308192014694214,0.9016384864929512,0.2318707304256437,0.9876431788660402,0.8190614764766064,0.5420860648155212,0.7977214601255522,0.18042813455657492,0.9801204819277108,0.725982216327082,0.03461262956261635,0.03457346931099892,0.03935185819864273,0.018738050013780594
