jig_loss,jig_accuracy,jig_tp,jig_tn,jig_auc,cc_loss,cc_accuracy,cc_tp,cc_tn,cc_auc,cci_loss,cci_accuracy,cci_tp,cci_tn,cci_auc,ctf_cc_eval,ctf_cc_train,ctf_synth_toxic,ctf_synth_nontoxic
0.17456895112991333,0.9302729063115446,0.4973727422003284,0.9758153676064124,0.9455903311053745,0.2956121563911438,0.8917417888804174,0.06345244351024698,0.9981021947063884,0.8098481678088838,0.598663866519928,0.7779586142757499,0.02854230377166157,0.9993975903614458,0.6940406887488793,0.013808414340019226,0.011499126441776752,0.003310923697426915,0.005242906976491213
0.17399242520332336,0.930304167057426,0.5564860426929392,0.9696310116086235,0.9468346412210067,0.29040226340293884,0.8932741325439895,0.08834734629532318,0.9966345586126621,0.8155411894909488,0.6075401902198792,0.7802836549639619,0.0417940876656473,0.9984939759036144,0.6984118430910184,0.013776740990579128,0.012272845022380352,0.003082707989960909,0.009493454359471798
0.1887749284505844,0.926990527993998,0.44220032840722495,0.9779919845218352,0.9365268337658542,0.3066730201244354,0.8897833789299009,0.04197320021019443,0.9986504495689873,0.7960506997614893,0.6501437425613403,0.775866077656359,0.019367991845056064,0.9993975903614458,0.6644538398241284,0.010767048224806786,0.008473159745335579,0.005183050874620676,0.01096971333026886
0.1961837112903595,0.9197380349495139,0.18620689655172415,0.9969078220011056,0.9407572410933835,0.3147311806678772,0.886643943131363,0.0041382028376248025,0.9999662612392247,0.7925978709060161,0.6353707313537598,0.7721460125552198,0.0010193679918450561,1.0,0.672490420397185,0.007896237075328827,0.0071958862245082855,0.005850536748766899,0.01722082681953907
0.21020597219467163,0.9207696395636,0.21921182266009853,0.9945757324488668,0.927486488545686,0.31529295444488525,0.886823339462708,0.006174461376773515,0.9999072184078679,0.7809400913430411,0.6381963491439819,0.7723785166240409,0.0020387359836901123,1.0,0.6718869361236998,0.00598846236243844,0.00427695969119668,4.052000440424308e-05,0.0007949374848976731
0.18756768107414246,0.9276001125386851,0.2995073891625616,0.9936774461028193,0.9418014535854753,0.311996191740036,0.8882659849606076,0.02141355754072517,0.9995782654903086,0.7885719559896748,0.5877795219421387,0.777028598000465,0.022426095820591234,1.0,0.6978531864460902,0.015071319416165352,0.01091837976127863,0.010599063709378242,0.008073982782661915
0.17485031485557556,0.9318515739785551,0.4825944170771757,0.9791148424543947,0.9455774119277722,0.29660138487815857,0.8907551090580198,0.05241723594324751,0.9984058435533663,0.8054535706671951,0.5923174619674683,0.7779586142757499,0.03160040774719674,0.9984939759036144,0.7007087984967393,0.017181241884827614,0.016172438859939575,0.008107033558189869,0.01147649809718132
0.20999875664710999,0.9192378630154115,0.20410509031198687,0.9944720840243229,0.9291897067413345,0.31478166580200195,0.8868158646155686,0.00604308985811876,0.9999156530980617,0.7884850269888373,0.6554496884346008,0.7721460125552198,0.0010193679918450561,1.0,0.6565626420053301,0.005524394568055868,0.005372685380280018,0.001128475065343082,0.006149253807961941
0.19631816446781158,0.9216918315671012,0.2149425287356322,0.996044085129906,0.9378443686284869,0.31028053164482117,0.8870326351826106,0.008407777193904361,0.9998566102667049,0.79683359818689,0.6061118841171265,0.7737735410369682,0.00815494393476045,1.0,0.685950990506368,0.011205213144421577,0.008359749801456928,0.0012201432837173343,0.0019185832934454083
0.17923568189144135,0.9303197974303666,0.4602627257799672,0.9797712824765064,0.9437958092564908,0.30261027812957764,0.8906429863509291,0.051694692590646345,0.998372104792591,0.8066345192648102,0.6288105845451355,0.7765635898628226,0.024464831804281346,0.9987951807228915,0.6962958869115605,0.011941260658204556,0.012082395143806934,0.002325710142031312,0.004969678353518248
