jig_loss,jig_accuracy,jig_tp,jig_tn,jig_auc,cc_loss,cc_accuracy,cc_tp,cc_tn,cc_auc,cci_loss,cci_accuracy,cci_tp,cci_tn,cci_auc,ctf_cc_eval,ctf_cc_train,ctf_synth_toxic,ctf_synth_nontoxic
0.1688210368156433,0.9336959579855575,0.4656814449917898,0.9829325594250967,0.9468216000707101,0.28318384289741516,0.8927957423270694,0.07514450867052024,0.9977901111692168,0.82639651969923,0.6574826240539551,0.7018229166666666,0.04219409282700422,0.9962335216572504,0.6515928071388274,0.02744428440928459,0.02122647874057293,0.035264864563941956,0.020946549251675606
0.16810894012451172,0.9332270467973366,0.4753694581280788,0.9813951077943616,0.9400868011588653,0.2985040843486786,0.8907252096694622,0.05911718339464004,0.9975117663928204,0.767770266687884,0.6891922354698181,0.6953125,0.029535864978902954,0.992467043314501,0.6350489085953578,0.03240051865577698,0.021565327420830727,0.04625638201832771,0.03525395318865776
0.16548164188861847,0.9345243677514146,0.5336617405582923,0.9766963792150359,0.9474969174947194,0.2864656448364258,0.8931096859069232,0.08545717288491855,0.9968201217969264,0.7868877244315708,0.6615452766418457,0.7018229166666666,0.05063291139240506,0.992467043314501,0.6746843389194817,0.030270326882600784,0.018168186768889427,0.03673460707068443,0.026191897690296173
0.16568471491336823,0.9343055425302448,0.5243021346469622,0.9774391929242675,0.9484835446921569,0.2849472463130951,0.8934684785696132,0.08670520231213873,0.9970647278125474,0.8108756930263692,0.7272204160690308,0.69921875,0.04219409282700422,0.992467043314501,0.6289700986118064,0.02826104313135147,0.024466965347528458,0.04289969429373741,0.019482849165797234
0.16727334260940552,0.9338210009690832,0.47635467980295565,0.9819478993919293,0.9469134313267633,0.2950418293476105,0.8914652195362605,0.06548870204939569,0.997528635773208,0.8067099724552184,0.6622560024261475,0.7005208333333334,0.046413502109704644,0.992467043314501,0.6840051808942605,0.02196170575916767,0.017371419817209244,0.02931232564151287,0.020845375955104828
0.1695779711008072,0.9344774766325925,0.5494252873563218,0.9749861802100608,0.9487113981951217,0.28248393535614014,0.8933937300982195,0.09255123489227536,0.9962296934833583,0.8050449618961653,0.6437331438064575,0.7005208333333334,0.046413502109704644,0.992467043314501,0.683401272974326,0.033863551914691925,0.020360732451081276,0.04324571043252945,0.02553842030465603
0.17314821481704712,0.9311013160774017,0.3694581280788177,0.990187949143173,0.9435262155628535,0.3026386797428131,0.8894544856557683,0.03678402522333158,0.9989456637257713,0.7991975406171996,0.698264479637146,0.6953125,0.016877637130801686,0.9981167608286252,0.6388153869381075,0.025085726752877235,0.020589811727404594,0.03860925883054733,0.019009998068213463
0.17768670618534088,0.9327268748632342,0.5584564860426929,0.9721012990602543,0.9440587767125875,0.2837873697280884,0.8943804099206171,0.10430898581187599,0.9958332630442484,0.804917064202229,0.6725438833236694,0.69921875,0.0379746835443038,0.9943502824858758,0.6649900275731643,0.025586232542991638,0.017253607511520386,0.02352289669215679,0.01875406876206398
0.16941353678703308,0.9331645253055738,0.5637110016420361,0.9720322001105584,0.9466891150319375,0.2727789282798767,0.8955689106157779,0.11908828166053599,0.9952765734914557,0.8149415716090083,0.6283294558525085,0.7057291666666666,0.0759493670886076,0.9868173258003766,0.682264972546028,0.043028660118579865,0.031526464968919754,0.04046411067247391,0.0299373809248209
0.17312407493591309,0.932586201506768,0.532512315270936,0.9746752349364289,0.9470384774494615,0.2821105718612671,0.893640400053819,0.09655806621124541,0.9959935221579311,0.8120420404793857,0.6334614753723145,0.6979166666666666,0.046413502109704644,0.9887005649717514,0.6856579815172392,0.02195383980870247,0.01892881654202938,0.02672763727605343,0.018506620079278946
