jig_loss,jig_accuracy,jig_tp,jig_tn,jig_auc,cc_loss,cc_accuracy,cc_tp,cc_tn,cc_auc,cci_loss,cci_accuracy,cci_tp,cci_tn,cci_auc,ctf_cc_eval,ctf_cc_train,ctf_synth_toxic,ctf_synth_nontoxic
0.2143712192773819,0.9281315452186689,0.7876847290640394,0.9429069928137093,0.9588713307776934,0.43521633744239807,0.9022514239583801,0.23574619022595902,0.9878371767404983,0.810629618530299,0.7617954015731812,0.7252604166666666,0.270042194092827,0.928436911487759,0.7278123435600372,0.16015255451202393,0.05669856444001198,0.11409664899110794,0.20588837563991547
0.2494761198759079,0.9172371752790022,0.8297208538587849,0.9264441680486457,0.960668996969177,0.3638526201248169,0.9012124202060068,0.30642406726221755,0.9775890281549958,0.8371821739590893,0.7147461771965027,0.7239583333333334,0.3333333333333333,0.8983050847457628,0.7279394820694971,0.1808418184518814,0.0722648873925209,0.07297684252262115,0.256753146648407
0.2526857554912567,0.9166588514801963,0.8369458128078818,0.9250449143173024,0.960451580641311,0.34944015741348267,0.9028643614238089,0.32803468208092484,0.9766780816140623,0.8458106251756913,0.6742391586303711,0.7291666666666666,0.3881856540084388,0.8813559322033898,0.7411698332101679,0.18779990077018738,0.07224303483963013,0.08754847198724747,0.23862724006175995
0.20573833584785461,0.9290693675951108,0.7696223316912972,0.9458436981757877,0.958945715683578,0.4056352376937866,0.9020570779327562,0.23081975827640566,0.988250476559996,0.8326289005932269,0.7562470436096191,0.7395833333333334,0.31223628691983124,0.9303201506591338,0.7153845542603319,0.17156468331813812,0.06471367180347443,0.11833292990922928,0.21734322607517242
0.23632510006427765,0.9221763731282628,0.816256157635468,0.9333195135433942,0.9592339896371999,0.3803509771823883,0.9026999147867426,0.2808066211245402,0.9825570606791613,0.825194037266633,0.7205301523208618,0.7278645833333334,0.3037974683544304,0.9171374764595104,0.7209786486765676,0.1845366209745407,0.06765177845954895,0.08508539199829102,0.24174217879772186
0.2188270390033722,0.9263340523304886,0.7988505747126436,0.9397457158651189,0.9599590322085068,0.3864743709564209,0.9034698240420983,0.2728586442459275,0.984446431282579,0.8305312492661754,0.7024757266044617,0.73828125,0.3291139240506329,0.9209039548022598,0.731388114138597,0.15482228994369507,0.0628633052110672,0.11262308806180954,0.21591879427433014
0.21072998642921448,0.9292256713245178,0.7732348111658457,0.9456364013266998,0.9573717686880321,0.4329606294631958,0.9010105993332437,0.23088544403573305,0.9870611852426661,0.820446962710168,0.7698671817779541,0.7239583333333334,0.29957805907172996,0.9133709981167608,0.7167354009233434,0.17171309888362885,0.05794932320713997,0.11812642216682434,0.23948711156845093
0.21861930191516876,0.9273343961986933,0.7917898193760263,0.9415941127694859,0.9591668989821011,0.44021570682525635,0.9014441404673275,0.2310825013137152,0.9875250932033266,0.818707383761038,0.7513787150382996,0.7369791666666666,0.3206751054852321,0.9227871939736346,0.728265274499988,0.17818710207939148,0.06258701533079147,0.11460809409618378,0.2499188631772995
0.2281014323234558,0.9228172184188315,0.8045977011494253,0.9352542841348811,0.959856638968086,0.37453603744506836,0.903125981073687,0.28606148187073044,0.9823630628047032,0.8349010816942783,0.705589771270752,0.73046875,0.35443037974683544,0.8983050847457628,0.7399381788997751,0.1982787549495697,0.07172058522701263,0.09341830015182495,0.2794725000858307
0.1993577629327774,0.932742505236175,0.7430213464696224,0.9527017689331122,0.9565912115213024,0.46810486912727356,0.8992764347969084,0.1946269048870205,0.9897602861046914,0.8095527023953997,0.7883363962173462,0.7252604166666666,0.25316455696202533,0.935969868173258,0.7238074805120503,0.16314402222633362,0.05237916484475136,0.13840533792972565,0.2398565262556076
